TRADE_DATE,FLOW_CLOSE,FLOW_PCT_CHG,MAIN_NET_INFLOW,MAIN_NET_INFLOW_RATIO,XL_NET_INFLOW,XL_NET_INFLOW_RATIO,L_NET_INFLOW,L_NET_INFLOW_RATIO,M_NET_INFLOW,M_NET_INFLOW_RATIO,S_NET_INFLOW,S_NET_INFLOW_RATIO,TS_CODE
2025-10-24,372.97,7.25,688174848.0,3.45,1764245248.0,8.85,-1076070400.0,-5.4,-346628544.0,-1.74,-341546336.0,-1.71,300502.SZ
2025-10-27,403.95,8.31,529056768.0,2.28,1379843584.0,5.95,-850786816.0,-3.67,-280387328.0,-1.21,-248669616.0,-1.07,300502.SZ
2025-10-28,410.62,1.65,-229685760.0,-1.17,-235875072.0,-1.2,6189312.0,0.03,144983808.0,0.74,84701967.0,0.43,300502.SZ
2025-10-29,406.1,-1.1,-762279168.0,-3.3,-385773824.0,-1.67,-376505344.0,-1.63,664572160.0,2.87,97707344.0,0.42,300502.SZ
2025-10-30,374.0,-7.9,-3209662464.0,-10.73,-4203173632.0,-14.05,993511168.0,3.32,1437665536.0,4.81,1771996928.0,5.93,300502.SZ
2025-10-31,344.31,-7.94,-2222785024.0,-10.81,-1805746688.0,-8.78,-417038336.0,-2.03,415432848.0,2.02,1807352208.0,8.79,300502.SZ
2025-11-03,346.76,0.71,93690416.0,0.7,85244464.0,0.64,8445952.0,0.06,-175991792.0,-1.32,82301408.0,0.62,300502.SZ
2025-11-04,348.04,0.37,327224944.0,2.68,-42362064.0,-0.35,369587008.0,3.03,-246295200.0,-2.02,-80929744.0,-0.66,300502.SZ
2025-11-05,346.1,-0.56,-236138544.0,-2.68,-338172288.0,-3.83,102033744.0,1.16,93609856.0,1.06,142528688.0,1.62,300502.SZ
2025-11-06,356.71,3.07,753217136.0,5.37,802334224.0,5.72,-49117088.0,-0.35,-388459200.0,-2.77,-364758048.0,-2.6,300502.SZ
2025-11-07,349.79,-1.94,-761662640.0,-7.41,-671200272.0,-6.53,-90462368.0,-0.88,347029904.0,3.38,414632720.0,4.03,300502.SZ
2025-11-10,336.0,-3.94,-1864523424.0,-11.82,-1274140832.0,-8.08,-590382592.0,-3.74,523531264.0,3.32,1340992304.0,8.5,300502.SZ
2025-11-11,326.0,-2.98,-803892864.0,-6.39,-1038428720.0,-8.25,234535856.0,1.86,51831920.0,0.41,752060960.0,5.98,300502.SZ
2025-11-12,329.1,0.95,-120963584.0,-0.92,524428656.0,4.0,-645392240.0,-4.92,-432020592.0,-3.3,552984288.0,4.22,300502.SZ
2025-11-13,325.85,-0.99,93225888.0,1.04,114975648.0,1.28,-21749760.0,-0.24,-218658976.0,-2.43,125433088.0,1.39,300502.SZ
2025-11-14,310.58,-4.69,-1547831936.0,-15.05,-1538676096.0,-14.96,-9155840.0,-0.09,515880496.0,5.01,1031951424.0,10.03,300502.SZ
2025-11-17,311.7,0.36,-199370464.0,-1.99,-301273504.0,-3.01,101903040.0,1.02,61344688.0,0.61,138025760.0,1.38,300502.SZ
2025-11-18,316.86,1.66,799869312.0,7.29,745025168.0,6.79,54844144.0,0.5,-281364496.0,-2.57,-518504800.0,-4.73,300502.SZ
2025-11-19,322.4,1.75,977740640.0,8.62,337635168.0,2.98,640105472.0,5.65,-381965664.0,-3.37,-595774976.0,-5.25,300502.SZ
2025-11-20,327.74,1.66,960707504.0,7.38,838583776.0,6.44,122123728.0,0.94,-331262160.0,-2.54,-629445264.0,-4.83,300502.SZ
2025-11-21,300.0,-8.46,-1728661008.0,-12.89,-1740887088.0,-12.98,12226080.0,0.09,749938448.0,5.59,978722432.0,7.3,300502.SZ
2025-11-24,293.0,-2.33,-1194338992.0,-8.61,-386073296.0,-2.78,-808265696.0,-5.82,364150592.0,2.62,830188416.0,5.98,300502.SZ
2025-11-25,304.72,4.0,591659856.0,4.14,405880144.0,2.84,185779712.0,1.3,-314041680.0,-2.2,-277618336.0,-1.94,300502.SZ
2025-11-26,331.12,8.66,1651011584.0,7.49,1491096320.0,6.76,159915264.0,0.73,-928965376.0,-4.21,-722046384.0,-3.27,300502.SZ
2025-11-27,340.8,2.92,101065984.0,0.46,-141763328.0,-0.64,242829312.0,1.1,-281126464.0,-1.28,180060576.0,0.82,300502.SZ
2025-11-28,347.8,2.05,632351584.0,4.41,965593856.0,6.74,-333242272.0,-2.32,-304542704.0,-2.12,-327808816.0,-2.29,300502.SZ
2025-12-01,355.61,2.25,326763360.0,2.39,-126379264.0,-0.92,453142624.0,3.31,-53503152.0,-0.39,-273260000.0,-2.0,300502.SZ
2025-12-02,365.0,2.64,1076378592.0,7.87,952776096.0,6.97,123602496.0,0.9,-435039040.0,-3.18,-641339424.0,-4.69,300502.SZ
2025-12-03,373.13,2.23,572174080.0,2.59,258654208.0,1.17,313519872.0,1.42,-274865024.0,-1.24,-297309120.0,-1.35,300502.SZ
2025-12-04,374.25,0.3,-386938608.0,-3.1,-11075152.0,-0.09,-375863456.0,-3.01,-81443344.0,-0.65,468381952.0,3.75,300502.SZ
2025-12-05,377.51,0.87,-486802304.0,-3.62,-92781664.0,-0.69,-394020640.0,-2.93,188681856.0,1.4,298120480.0,2.22,300502.SZ
2025-12-08,404.52,7.15,614285568.0,2.75,383688192.0,1.72,230597376.0,1.03,-298132224.0,-1.34,-316153536.0,-1.42,300502.SZ
2025-12-09,419.13,3.61,298974208.0,1.48,112203264.0,0.56,186770944.0,0.93,-297752576.0,-1.48,-1221851.0,-0.01,300502.SZ
2025-12-10,432.26,3.13,246748160.0,1.15,1318424576.0,6.12,-1071676416.0,-4.97,-255511808.0,-1.19,8763526.0,0.04,300502.SZ
2025-12-11,416.51,-3.64,-416014592.0,-1.57,-194817280.0,-0.73,-221197312.0,-0.83,417880576.0,1.57,-1865781.0,-0.01,300502.SZ
2025-12-12,428.0,2.76,-87160064.0,-0.35,562795264.0,2.26,-649955328.0,-2.61,88420352.0,0.35,-1260193.0,-0.01,300502.SZ
2025-12-15,426.81,-0.28,26343168.0,0.16,-210939392.0,-1.28,237282560.0,1.44,-25773568.0,-0.16,-569476.0,-0.0,300502.SZ
2025-12-16,407.2,-4.59,-1457434608.0,-9.12,-1575044336.0,-9.86,117609728.0,0.74,1458206720.0,9.13,-772127.0,-0.0,300502.SZ
2025-12-17,446.1,9.55,1395852544.0,6.55,1000117760.0,4.7,395734784.0,1.86,-1394809344.0,-6.55,-1043215.0,-0.0,300502.SZ
2025-12-18,425.5,-4.62,-463409920.0,-2.67,-191127040.0,-1.1,-272282880.0,-1.57,464101376.0,2.68,-691474.0,-0.0,300502.SZ
2025-12-19,434.3,2.07,279055104.0,1.79,-27274240.0,-0.17,306329344.0,1.96,-277993984.0,-1.78,-1060878.0,-0.01,300502.SZ
2025-12-22,462.99,6.61,964965376.0,5.34,801552896.0,4.43,163412480.0,0.9,-963751168.0,-5.33,-1214197.0,-0.01,300502.SZ
2025-12-23,458.0,-1.08,-677453872.0,-4.99,-170403072.0,-1.26,-507050800.0,-3.74,678716416.0,5.0,-1262309.0,-0.01,300502.SZ
2025-12-24,453.51,-0.98,-919738960.0,-6.81,-978686272.0,-7.24,58947312.0,0.44,920507696.0,6.81,-768702.0,-0.01,300502.SZ
2025-12-25,447.99,-1.22,-811515840.0,-6.38,-875842576.0,-6.88,64326736.0,0.51,812302800.0,6.38,-787136.0,-0.01,300502.SZ
2025-12-26,445.3,-0.6,-1301329952.0,-11.8,-702552880.0,-6.37,-598777072.0,-5.43,1301946864.0,11.8,-616918.0,-0.01,300502.SZ
2025-12-29,444.5,-0.18,-568704640.0,-5.21,-350432784.0,-3.21,-218271856.0,-2.0,569153904.0,5.22,-449278.0,-0.0,300502.SZ
2025-12-30,446.0,0.34,127993568.0,1.11,-37757184.0,-0.33,165750752.0,1.44,-127484416.0,-1.1,-509151.0,-0.0,300502.SZ
2025-12-31,430.88,-3.39,-707907088.0,-5.66,-1195558640.0,-9.56,487651552.0,3.9,708539648.0,5.67,-632644.0,-0.01,300502.SZ
2026-01-05,426.63,-0.99,-1122653376.0,-7.31,-795151808.0,-5.18,-327501568.0,-2.13,1123489024.0,7.31,-835784.0,-0.01,300502.SZ
2026-01-06,417.55,-2.13,-2225496896.0,-13.33,-1644134976.0,-9.84,-581361920.0,-3.48,2226626304.0,13.33,-1129350.0,-0.01,300502.SZ
2026-01-07,420.3,0.66,562624576.0,4.4,324838032.0,2.54,237786544.0,1.86,-561777152.0,-4.39,-847572.0,-0.01,300502.SZ
2026-01-08,410.34,-2.37,-1203641392.0,-10.11,-1280926496.0,-10.76,77285104.0,0.65,1205549888.0,10.13,-1908449.0,-0.02,300502.SZ
2026-01-09,398.22,-2.95,-1483575296.0,-8.89,-926185216.0,-5.55,-557390080.0,-3.34,415548064.0,2.49,1068027072.0,6.4,300502.SZ
2026-01-12,391.35,-1.73,-1756146944.0,-8.45,-391273728.0,-1.88,-1364873216.0,-6.57,769415168.0,3.7,986731696.0,4.75,300502.SZ
2026-01-13,383.2,-2.08,-543733904.0,-3.5,-525787536.0,-3.39,-17946368.0,-0.12,23430192.0,0.15,520303840.0,3.35,300502.SZ
2026-01-14,383.97,0.2,1969504.0,0.01,398816608.0,2.3,-396847104.0,-2.29,-210140608.0,-1.21,208171072.0,1.2,300502.SZ
2026-01-15,400.0,4.17,1207917056.0,6.11,1153363968.0,5.84,54553088.0,0.28,-1100591104.0,-5.57,-107325920.0,-0.54,300502.SZ
2026-01-16,397.19,-0.7,129158656.0,0.69,-352730112.0,-1.89,481888768.0,2.58,-494982912.0,-2.65,365824432.0,1.96,300502.SZ
2026-01-19,403.18,1.51,811256400.0,5.95,262955600.0,1.93,548300800.0,4.02,-864796128.0,-6.34,53539615.0,0.39,300502.SZ
2026-01-20,382.56,-5.11,-2169456064.0,-13.31,-1353776320.0,-8.31,-815679744.0,-5.01,549608240.0,3.37,1619847792.0,9.94,300502.SZ
2026-01-21,394.8,3.2,1191762624.0,7.69,1078115776.0,6.96,113646848.0,0.73,-1104431120.0,-7.13,-87331376.0,-0.56,300502.SZ
2026-01-22,409.7,3.77,2180232192.0,12.38,2289720320.0,13.0,-109488128.0,-0.62,-2146976688.0,-12.19,-33255552.0,-0.19,300502.SZ
2026-01-23,383.02,-6.51,-3413767168.0,-17.49,-1943200768.0,-9.96,-1470566400.0,-7.53,1176302048.0,6.03,2237465072.0,11.46,300502.SZ
2026-01-26,388.63,1.46,942231920.0,7.64,986004144.0,7.99,-43772224.0,-0.35,-705642336.0,-5.72,-236589584.0,-1.92,300502.SZ
2026-01-27,399.24,2.73,1002173952.0,6.02,1003272704.0,6.02,-1098752.0,-0.01,-838115840.0,-5.03,-164058272.0,-0.99,300502.SZ
2026-01-28,393.05,-1.55,-613155024.0,-4.35,-423365584.0,-3.0,-189789440.0,-1.35,-38757488.0,-0.27,651912512.0,4.62,300502.SZ
2026-01-29,393.0,-0.01,4413760.0,0.03,30601232.0,0.23,-26187472.0,-0.19,-518428736.0,-3.86,514014960.0,3.82,300502.SZ
2026-01-30,419.49,6.74,1725213184.0,8.31,1585055232.0,7.63,140157952.0,0.67,-1741563648.0,-8.39,16350192.0,0.08,300502.SZ
2026-02-02,439.0,4.65,415674368.0,1.18,1078918400.0,3.06,-663244032.0,-1.88,-414144256.0,-1.17,-1530024.0,-0.0,300502.SZ
2026-02-03,429.1,-2.26,-1100140544.0,-3.86,-1099979776.0,-3.86,-160768.0,-0.0,1101213952.0,3.86,-1073446.0,-0.0,300502.SZ
2026-02-04,399.2,-6.97,-2788153088.0,-11.76,-2522405632.0,-10.64,-265747456.0,-1.12,1505638912.0,6.35,1282514304.0,5.41,300502.SZ
2026-02-05,383.0,-4.06,-1815507328.0,-12.82,-886492736.0,-6.26,-929014592.0,-6.56,472021360.0,3.33,1343485856.0,9.48,300502.SZ
2026-02-06,364.06,-4.95,-2882818880.0,-16.98,-2096913728.0,-12.35,-785905152.0,-4.63,1127703136.0,6.64,1755115664.0,10.34,300502.SZ
2026-02-09,390.15,7.17,1287349760.0,7.03,866331136.0,4.73,421018624.0,2.3,-663859792.0,-3.62,-623490064.0,-3.4,300502.SZ
2026-02-10,393.11,0.76,665498976.0,5.73,553866992.0,4.77,111631984.0,0.96,-415296416.0,-3.58,-250202576.0,-2.16,300502.SZ
2026-02-11,371.66,-5.46,-3050034336.0,-18.32,-1932248480.0,-11.6,-1117785856.0,-6.71,986035712.0,5.92,2063998832.0,12.4,300502.SZ
2026-02-12,365.76,-1.59,-1453848992.0,-8.79,-897321888.0,-5.42,-556527104.0,-3.36,208255536.0,1.26,1245593360.0,7.53,300502.SZ
2026-02-13,366.11,0.1,22288736.0,0.2,-24851888.0,-0.23,47140624.0,0.43,-21785680.0,-0.2,-503072.0,-0.0,300502.SZ
2026-02-24,372.06,1.63,749350656.0,4.33,326935040.0,1.89,422415616.0,2.44,-510456800.0,-2.95,-238893856.0,-1.38,300502.SZ
2026-02-25,382.0,2.67,865729872.0,6.72,632729904.0,4.91,232999968.0,1.81,-551155648.0,-4.28,-314574192.0,-2.44,300502.SZ
2026-02-26,385.9,1.02,-84251424.0,-0.69,-214139536.0,-1.76,129888112.0,1.07,174245936.0,1.43,-89994528.0,-0.74,300502.SZ
2026-02-27,359.86,-6.75,-3705597888.0,-20.04,-2421222080.0,-13.1,-1284375808.0,-6.95,1126989744.0,6.1,2578607776.0,13.95,300502.SZ
2026-03-02,381.0,5.87,1956536832.0,9.55,866009344.0,4.23,1090527488.0,5.32,-1121040400.0,-5.47,-835496320.0,-4.08,300502.SZ
2026-03-03,382.2,0.31,-104206336.0,-0.52,-252300288.0,-1.27,148093952.0,0.75,105457584.0,0.53,-1251216.0,-0.01,300502.SZ
2026-03-04,369.37,-3.36,-1107245776.0,-9.09,-539935152.0,-4.43,-567310624.0,-4.66,332904096.0,2.73,774341680.0,6.36,300502.SZ
2026-03-05,401.24,8.63,2568623872.0,9.17,2913632000.0,10.4,-345008128.0,-1.23,-1660583680.0,-5.93,-908040448.0,-3.24,300502.SZ
2026-03-06,402.0,0.19,521388032.0,3.23,-33468672.0,-0.21,554856704.0,3.43,-704022784.0,-4.36,182634960.0,1.13,300502.SZ
2026-03-09,384.0,-4.48,-607185408.0,-3.65,-144593152.0,-0.87,-462592256.0,-2.78,-21088944.0,-0.13,628274160.0,3.78,300502.SZ
2026-03-10,397.33,3.47,236104192.0,1.41,316093184.0,1.89,-79988992.0,-0.48,-252082256.0,-1.51,15977952.0,0.1,300502.SZ
2026-03-11,393.23,-1.03,-325614192.0,-2.41,-158404976.0,-1.17,-167209216.0,-1.24,-210144960.0,-1.56,535759200.0,3.97,300502.SZ
2026-03-12,378.77,-3.68,-2163359152.0,-16.25,-1104328256.0,-8.3,-1059030896.0,-7.96,387696800.0,2.91,1775662336.0,13.34,300502.SZ
2026-03-13,394.03,4.03,1604115040.0,10.08,1227831216.0,7.72,376283824.0,2.36,-903509040.0,-5.68,-700605968.0,-4.4,300502.SZ
2026-03-16,413.23,4.87,1307035904.0,6.81,1212736768.0,6.31,94299136.0,0.49,-1357298944.0,-7.07,50263152.0,0.26,300502.SZ
2026-03-17,389.33,-5.78,-1206340352.0,-6.58,-1133929728.0,-6.19,-72410624.0,-0.39,548766976.0,2.99,657573392.0,3.59,300502.SZ
2026-03-18,430.9,10.68,2624684288.0,10.39,2762604800.0,10.94,-137920512.0,-0.55,-2594167040.0,-10.27,-30517248.0,-0.12,300502.SZ
2026-03-19,440.4,2.2,-195147776.0,-0.81,51408384.0,0.21,-246556160.0,-1.03,196302592.0,0.82,-1154945.0,-0.0,300502.SZ
2026-03-20,477.05,8.32,1539571712.0,4.79,1817573376.0,5.66,-278001664.0,-0.87,-1536950272.0,-4.79,-2621654.0,-0.01,300502.SZ
2026-03-23,460.44,-3.48,-886588928.0,-3.98,-600601344.0,-2.7,-285987584.0,-1.28,887305984.0,3.99,-717312.0,-0.0,300502.SZ
2026-03-24,468.0,1.64,631117312.0,3.41,447485952.0,2.42,183631360.0,0.99,-630228736.0,-3.41,-888691.0,-0.0,300502.SZ
2026-03-25,476.2,1.75,-393607680.0,-1.8,-440152576.0,-2.01,46544896.0,0.21,394583040.0,1.81,-975228.0,-0.0,300502.SZ
2026-03-26,457.0,-4.03,-1999973376.0,-11.72,-1566299648.0,-9.18,-433673728.0,-2.54,2000807680.0,11.73,-834314.0,-0.0,300502.SZ
2026-03-27,447.41,-2.1,-1407757424.0,-10.48,-939256016.0,-6.99,-468501408.0,-3.49,1408406784.0,10.48,-649231.0,-0.0,300502.SZ
2026-03-30,458.38,2.45,381800256.0,3.29,579815152.0,5.0,-198014896.0,-1.71,-381040640.0,-3.28,-759835.0,-0.01,300502.SZ
2026-03-31,442.84,-3.39,-1372149376.0,-10.92,-1364852208.0,-10.86,-7297168.0,-0.06,1373061216.0,10.92,-912015.0,-0.01,300502.SZ
2026-04-01,460.6,4.01,639723984.0,4.49,382116816.0,2.68,257607168.0,1.81,-639002880.0,-4.48,-721216.0,-0.01,300502.SZ
2026-04-02,447.49,-2.85,-798638128.0,-8.13,-473808784.0,-4.82,-324829344.0,-3.31,798864944.0,8.13,-226827.0,-0.0,300502.SZ
2026-04-03,455.3,1.75,683682304.0,4.41,-150097920.0,-0.97,833780224.0,5.38,-683137280.0,-4.41,-545220.0,-0.0,300502.SZ
2026-04-07,458.7,0.75,-332185648.0,-2.59,-472080272.0,-3.68,139894624.0,1.09,332544512.0,2.59,-358879.0,-0.0,300502.SZ
2026-04-08,501.5,9.33,1150140416.0,5.02,1368776448.0,5.98,-218636032.0,-0.95,-1148399104.0,-5.01,-1741294.0,-0.01,300502.SZ
2026-04-09,490.0,-2.29,-1376651712.0,-9.37,-1052807872.0,-7.16,-323843840.0,-2.2,1376950272.0,9.37,-298714.0,-0.0,300502.SZ
2026-04-10,522.5,6.63,1452326912.0,6.43,1012848640.0,4.48,439478272.0,1.95,-1451206400.0,-6.42,-1120457.0,-0.0,300502.SZ
2026-04-13,512.72,-1.87,-981592320.0,-5.13,-640497152.0,-3.35,-341095168.0,-1.78,982379776.0,5.14,-787554.0,-0.0,300502.SZ
2026-04-14,520.0,1.42,-550690304.0,-2.71,-1181616896.0,-5.81,630926592.0,3.1,551357952.0,2.71,-667505.0,-0.0,300502.SZ
2026-04-15,496.98,-4.43,-2552850944.0,-10.86,-1445592064.0,-6.15,-1107258880.0,-4.71,2554655744.0,10.86,-1804784.0,-0.01,300502.SZ
2026-04-16,537.5,8.15,1478311936.0,6.76,1044269568.0,4.78,434042368.0,1.99,-1477037056.0,-6.76,-1274522.0,-0.01,300502.SZ
2026-04-17,589.0,9.58,346407168.0,1.45,62722816.0,0.26,283684352.0,1.19,-345030400.0,-1.45,-1376796.0,-0.01,300502.SZ
2026-04-20,583.0,-1.02,-588078336.0,-2.93,-112303360.0,-0.56,-475774976.0,-2.37,588612352.0,2.94,-534091.0,-0.0,300502.SZ
2026-04-21,578.5,-0.77,-806569472.0,-4.88,-369214208.0,-2.24,-437355264.0,-2.65,806842112.0,4.89,-272756.0,-0.0,300502.SZ
2026-04-22,622.71,7.64,1432447232.0,5.54,1487489536.0,5.75,-55042304.0,-0.21,-1431581952.0,-5.53,-865548.0,-0.0,300502.SZ
2026-04-23,608.28,-2.32,-1071613696.0,-4.35,-1583236352.0,-6.42,511622656.0,2.08,1072094720.0,4.35,-481062.0,-0.0,300502.SZ
